회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),[제조]이자보상배율(이자비용)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]자본(*)(IFRS),[제조]매출액(수익)(*)(IFRS연결),[제조]매출원가(*)(IFRS연결),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS),[제조]매출원가(*)(IFRS),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS),[제조]      이자비용(*)(IFRS연결),[제조]      이자비용(*)(IFRS)
(주)CMG제약,058820,2010/12,-7.42,-5983864,18405116,-7.42,-5983864,18405116,11350419,8217627,9882038,11350419,8217627,9882038,1016039,1016039
(주)CMG제약,058820,2011/12,3.53,-2560438,18034249,3.94,-2488268,18290915,17751704,10325799,6802089,17751704,10325799,6727421,181404,181404
(주)CMG제약,058820,2012/12,-7.75,-1572581,31590685,-7.45,-1453276,31602540,16255389,11648690,8812202,16255389,11648690,8651838,542880,542880
(주)CMG제약,058820,2013/12,0.7,-3939013,48997281,0.73,-3891420,49048213,20402140,12506817,7104073,20322140,12506817,6992776,1134104,1133753
(주)CMG제약,058820,2014/12,3.6,724893,49002644,3.63,730447,49067039,22752584,14318048,7992213,22752584,14318048,7988518,122840,122840
(주)CMG제약,058820,2015/12,-32.22,2410205,46806888,-32.2,2411254,46872705,27041894,17237814,12376249,27041894,17237814,12374958,79830,79830
(주)CMG제약,058820,2016/12,999999999,3321352,101107635,999999999,3321352,101107635,32969825,19663389,11575683,32969825,19663389,11575683,0,0
(주)CMG제약,058820,2017/12,999999999,1948086,97944019,999999999,1948086,97944019,41535588,23497552,16479429,41535588,23497552,16479429,0,0
(주)CMG제약,058820,2018/12,999999999,886779,103981846,999999999,886779,103981846,49864782,27124841,20172121,49864782,27124841,20172121,0,0
(주)CMG제약,058820,2019/12,303,2823387,180158283,303,2823387,180158283,58622681,29700050,26318857,58622681,29700050,26318857,8593,8593
(주)CMG제약,058820,2020/12,,,,79.74,2944289,181131004,,,,64459891,33249439,29388087,,22853
(주)CMG제약,058820,2021/12,,,,80.23,5628620,184702494,,,,69475496,36024850,31790169,,20695
(주)CMG제약,058820,2022/12,,,,195.16,4937550,184953015,,,,82197410,41295950,37920064,,15277
(주)ES큐브,050120,2010/12,-7.12,2873895,42621100,7.84,4435227,42087960,43887335,32966862,11454086,34640205,27039899,7022763,101371,101371
(주)ES큐브,050120,2011/12,-245.99,1107724,39245830,-142.77,1625293,39144414,53379952,38476771,18553426,41700477,29104839,14675781,0,0
(주)ES큐브,050120,2012/12,1.72,5224759,39859681,20.03,4618957,39881477,55971147,40290541,15591269,44178050,31651298,11880913,51946,0
(주)ES큐브,050120,2013/12,-37.44,2590980,42372440,9.51,4508559,43712820,58597361,44088670,15673302,45823196,34023346,11582714,31106,22822
(주)ES큐브,050120,2014/12,22.2,2889415,49628091,999999999,2934159,41226335,44459581,34936541,9351950,37188072,30573957,6288207,7707,0
(주)ES큐브,050120,2015/12,-11.86,-2778236,49654460,999999999,3265832,44872641,42152967,30433006,15780388,36887119,30735643,3780907,342236,0
(주)ES큐브,050120,2016/12,8.98,1240854,71696122,11.58,3735385,69832373,34289385,24454448,7673895,34818205,28468888,3989789,240742,203736
(주)ES큐브,050120,2017/12,2.86,2310978,72816880,2.76,3989913,71398467,35745794,26057940,7439335,37104908,30497256,4437550,785009,785009
(주)ES큐브,050120,2018/12,-0.82,-1347532,70748607,0.47,116879,66518631,33763508,26036057,8938580,31308873,25693835,4923569,1483631,1482191
(주)ES큐브,050120,2019/12,-0.68,75624795,74038512,0.17,1886276,53986331,43708239,35510791,10814519,28527284,22708418,5231167,5997787,3540387
(주)ES큐브,050120,2020/12,3.09,-37420433,69497819,0.45,-312007,72949614,80672425,56530374,13826063,30293088,24196912,4643445,14014998,3206852
(주)ES큐브,050120,2021/12,0.36,69284861,115855194,4.39,3015063,65297621,125787293,110501015,15003090,41105787,33613448,5151904,18301348,533306
(주)ES큐브,050120,2022/12,71.35,-53485226,110399253,34.12,4303122,71077621,75213652,51307649,8562590,52850390,41864567,5982227,1916812,146656
(주)가비아,079940,2010/12,14.98,10252881,37225655,9.46,6500793,21535028,40623302,21744253,12184052,26065926,14343735,7734646,446894,418500
(주)가비아,079940,2011/12,22.28,9650833,48665742,10.88,6750777,24298687,52838864,29173840,15470152,33792831,20761832,9105062,379189,361451
(주)가비아,079940,2012/12,15.43,13224986,58945247,6.25,9005290,31165211,69058144,40302408,21135774,38482449,23494026,12039194,493791,471786
(주)가비아,079940,2013/12,15.81,12813443,68600227,7.48,6245989,34822978,70675565,38882747,24759315,40507693,24558241,12914401,444815,405591
(주)가비아,079940,2014/12,24.59,16223625,75509702,11.16,8696486,38147677,80432047,45275795,26773564,43906243,26874841,13580143,340937,309276
(주)가비아,079940,2015/12,64.83,19257887,84096148,28.34,10152135,42470259,91648622,50078893,30220634,48446932,28806524,15108414,175055,159930
(주)가비아,079940,2016/12,83.64,17871404,95951841,33.33,9339489,45413712,102178978,54998617,34631102,49430564,28802628,16646190,155720,119467
(주)가비아,079940,2017/12,53.72,20444884,99896520,27.12,8670614,47662984,116217941,60313364,43192421,52365659,30561799,18627531,236636,117130
(주)가비아,079940,2018/12,62.3,21870330,114187490,25.87,9241321,49832912,128728438,65751367,44788622,55197652,31654603,19436958,288409,158738
(주)가비아,079940,2019/12,34.25,36950567,134959139,19.48,13243609,54084066,148306878,75650385,48919898,58254105,34532096,18832896,887314,405184
(주)가비아,079940,2020/12,58.63,50082909,173203629,36.98,16302314,58359903,169044955,85881484,54618240,64097025,36827011,20140437,693513,337146
(주)가비아,079940,2021/12,110.79,40918498,204589577,105.99,13962996,63744010,200442778,101912518,65435459,71873259,39713025,24552575,298708,71775
(주)가비아,079940,2022/12,81.1,70189934,242627407,38.52,23884676,69433185,239153945,123003884,74944087,77418922,41698006,28149248,508112,196587
(주)가온칩스,399720,2018/12,,,,,,,,,,,,,,
(주)가온칩스,399720,2019/12,,,,,,,,,,,,,,
(주)가온칩스,399720,2020/12,,,,114.82,1889903,10874663,,,,17098306,12078197,3046521,,17188
(주)가온칩스,399720,2021/12,,,,66.91,3452902,21861996,,,,32235607,21548295,4484876,,92701
(주)가온칩스,399720,2022/12,73.88,5920393,54389374,76.66,5961539,54447046,43320505,31691771,7728968,43320505,31691771,7674201,52787,51587
(주)강스템바이오텍,217730,2013/12,,,,,,,,,,,,,,
(주)강스템바이오텍,217730,2014/12,,,,,,,,,,,,,,
(주)강스템바이오텍,217730,2015/12,,,,-5.41,-3800024,21237036,,,,1484593,252810,6356984,,947886
(주)강스템바이오텍,217730,2016/12,,,,-18.89,-7796613,22976911,,,,842805,57688,9902658,,482568
(주)강스템바이오텍,217730,2017/12,-8.15,-10646869,24482163,-7.93,-10267751,24668128,9132939,5874047,14996757,5394323,2402560,14124268,1439546,1403456
(주)강스템바이오텍,217730,2018/12,-12.31,-11476851,47581374,-11.95,-11298071,47944961,9165454,7988195,12871228,1001039,276617,11249767,949916,881052
(주)강스템바이오텍,217730,2019/12,-21.5,-13321543,68719236,-23.34,-11097344,70845209,6004584,6428945,22729347,282069,141439,19551777,1076801,831730
(주)강스템바이오텍,217730,2020/12,-33.4,-13994255,48638871,-45.05,-16124997,51430858,9137898,8092210,19771053,295379,50799,16989527,560710,371667
(주)강스템바이오텍,217730,2021/12,-29.87,-16993514,66003004,-58.88,-16455808,70138473,12404665,9715792,25424417,3756744,2002823,23502127,761086,369354
(주)강스템바이오텍,217730,2022/12,-27.01,-18864025,47260294,-60.35,-18436122,51432573,16300573,11427833,25431238,5914650,3430254,23498961,761125,348189
(주)강원에너지,114190,2010/11,,,,438.92,-1441220,19268894,,,,30619298,23930695,4909215,,0
(주)강원에너지,114190,2011/11,,,,393.9,15102830,24502434,,,,50222892,37631683,6335759,,16730
(주)강원에너지,114190,2012/12,,,,58.37,-3145103,36107930,,,,106471214,85441450,9418599,,0
(주)강원에너지,114190,2013/12,,,,18.11,16975955,45877155,,,,50660659,38917147,8509282,,0
(주)강원에너지,114190,2014/12,,,,39.01,-14600421,50445491,,,,51481321,40566049,9288976,,0
(주)강원에너지,114190,2015/12,187.51,9499050,56583901,762.19,18555072,54880924,46188664,38265188,7476269,48852892,40524653,7450119,0,0
(주)강원에너지,114190,2016/12,-241.54,-15783876,55088690,-166.16,-18630100,53746356,42287473,35270278,8328386,44448760,37206789,8143944,0,0
(주)강원에너지,114190,2017/12,-26.56,-3706818,48303010,-89.84,-4605588,47117020,82034829,81169717,6453624,83113029,82247917,6286226,0,0
(주)강원에너지,114190,2018/12,0.2,-10173085,50203707,0.35,-10047711,49286354,85905365,80012233,5551803,85905365,80012233,5360884,0,0
(주)강원에너지,114190,2019/12,-8.38,6960049,21124556,-9.33,7013798,22904034,42549622,48688856,11036729,42549622,48688856,11011297,0,0
(주)강원에너지,114190,2020/12,-19.76,-4483215,17096338,-26.41,-4228563,17211371,38345166,40204493,7366981,38345166,40204493,7118735,0,0
(주)강원에너지,114190,2021/12,,,,8.35,-4492533,28593603,,,,44163151,39203779,3042950,,229393
(주)강원에너지,114190,2022/12,4.8,-3888528,32317889,19.21,-3037721,30451208,71379940,65332978,3428530,68798891,63508528,2287222,545268,156352
(주)경윤하이드로에너지,019120,2010/12,,,,-4.59,-2259871,7752602,,,,7735620,6119157,4263876,,391756
(주)고려시멘트,198440,2014/12,,,,,,,,,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,,,,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,,,,,,,,,
(주)고려시멘트,198440,2017/12,,,,16.79,3161867,77394108,,,,87660276,75974602,8668053,,179709
(주)고려시멘트,198440,2018/12,,,,9.2,1728759,86510962,,,,85775723,73108112,8830048,,416976
(주)고려시멘트,198440,2019/12,,,,-1.08,2862239,88445378,,,,70921781,65599490,5781918,,425257
(주)고려시멘트,198440,2020/12,,,,41.09,7962781,92362134,,,,70182711,62037927,3864038,,104184
(주)고려시멘트,198440,2021/12,,,,84.7,13352545,117150863,,,,65672532,59068988,2905864,,43657
(주)고려시멘트,198440,2022/12,,,,-139.01,-13164810,109334429,,,,69904737,79890047,2645957,,90863
(주)고바이오랩,348150,2019/12,,-5708992,-53623865,,-3668964,-53757039,576519,288657,7639760,576519,288657,6022500,776589,776589
(주)고바이오랩,348150,2020/12,-17.43,-12770564,55390674,-14.42,-9402492,54133946,4591485,1949490,14986969,4591485,1949490,12855851,708106,708106
(주)고바이오랩,348150,2021/12,-107.07,-12480855,90588508,-72.4,-5186956,87385334,2893329,984243,18246445,2893329,984243,12956333,152591,152591
(주)고바이오랩,348150,2022/12,-12.06,-16555996,95454891,-4.93,-357294,84939725,11605577,3584876,28312248,7476416,1007223,12331869,1683162,1188075
(주)고영테크놀러지,098460,2010/12,55.42,9501283,55153968,55.77,8589259,54992891,72956931,30102283,22827450,71207683,29644170,22517726,369731,349377
(주)고영테크놀러지,098460,2011/12,22785.6,13903738,69622726,999999999,12776648,70382391,86130810,36970902,31057560,80200892,34339828,26842213,826,0
(주)고영테크놀러지,098460,2012/12,1627.45,11397833,83401095,999999999,10610309,84090906,107841666,46349851,40048530,100791139,46250331,34182337,13176,0
(주)고영테크놀러지,098460,2013/12,443.96,13282913,98319609,999999999,12177046,100051693,111902729,49977494,45151797,103933681,48746666,37408143,37782,0
(주)고영테크놀러지,098460,2014/12,1673.12,25603240,115835240,999999999,23831965,118348519,142840131,60262407,54422413,135531589,61382298,46420035,16828,0
(주)고영테크놀러지,098460,2015/12,2242.05,16569102,131475647,999999999,15161650,133570714,145904431,56896177,65558661,138554625,56961633,55420485,10459,0
(주)고영테크놀러지,098460,2016/12,2001.96,29234878,157267580,999999999,17957289,157572806,171793841,63856136,74753217,153254768,61186100,61028848,16576,0
(주)고영테크놀러지,098460,2017/12,6141.06,19941301,161317171,999999999,7492877,164836232,203368626,71899522,87720199,188934907,73639302,69782520,7124,0
(주)고영테크놀러지,098460,2018/12,5839.89,21765311,225866639,999999999,44999013,229271175,238208865,89336707,102888841,219818022,88093203,85527985,7874,0
(주)고영테크놀러지,098460,2019/12,112.96,29168422,243668528,186.77,26124765,252020628,222057035,80865005,107860718,209480760,81602341,87820454,295067,214477
(주)고영테크놀러지,098460,2020/12,61.47,37796430,246058103,73.13,37199067,252662621,179545134,66422475,97279756,157077647,63321096,80183561,257714,185596
(주)고영테크놀러지,098460,2021/12,137.46,42480323,280399362,176.63,43040625,285441240,247301342,90089913,115860154,230143517,88387925,97969571,300819,247899
(주)고영테크놀러지,098460,2022/12,73.88,29302034,305174910,74.6,25900153,305920335,275359587,98697084,132403821,241870219,92716869,109513565,599034,531386
(주)골드앤에스,035290,2010/12,-7.22,8981019,21631006,-7.21,8898983,21707836,50487261,35851526,15004917,50487261,36340786,14493588,1327736,1136681
(주)골드앤에스,035290,2011/12,1.13,8628850,22436829,1.25,8673653,22637807,47522791,32544786,13406161,47522791,33020367,12842845,1144194,1111573
(주)골드앤에스,035290,2012/12,-1.91,2478990,25517817,-1.95,2427629,26252682,43889087,31012456,15207506,43889087,31475407,14776821,1222442,1211151
(주)골드앤에스,035290,2013/12,-3.83,-204052,13127355,-4.6,-2348440,9813150,39548810,28127986,17913933,36607591,26382626,15207067,1696741,1083780
(주)골드앤에스,035290,2014/12,-1.41,-991208,12082621,-1.73,-462082,9084260,31287203,23453716,10913085,29428881,21706823,10040836,1352508,1343058
(주)골드앤에스,035290,2015/12,1.99,1708284,15160254,1.89,2167956,14991660,22197935,15199451,5854717,22197935,15542053,5593861,563197,563197
(주)골드앤에스,035290,2016/12,2.42,1679723,14268527,2.5,1667960,14102143,15893494,9347753,6143671,15893494,9636887,5866965,155685,155685
(주)골드앤에스,035290,2017/12,-26.15,361216,13346076,-27.46,-940910,13104737,12802035,8002687,8493390,12802035,8220762,8271390,141278,134375
(주)골드앤에스,035290,2018/12,-4.56,-3136830,13779569,-4.46,-2810496,13867013,8680452,4405757,8941725,8680452,4348267,8891313,1022918,1022896
(주)골드앤에스,035290,2019/12,-1.46,-6506543,-5091573,-1.46,-6246635,-5001092,7642733,6293120,8491730,7642733,6293120,8491730,5029167,5029167
(주)골드앤에스,035290,2020/12,-0.98,-498313,14398168,-0.98,-498313,14488649,4138760,1042913,5438959,4138760,1042913,5438959,2401604,2401604
(주)골드앤에스,035290,2021/12,3.57,2035559,15175954,3.57,2035559,15266435,13506639,8854929,3296090,13506639,8854929,3296090,379859,379859
(주)골드앤에스,035290,2022/12,-2.81,-572067,14551483,-2.81,-572067,14641964,9488858,5127227,5505791,9488858,5127227,5505791,406991,406991
(주)골프존,215000,2015/12,,44345997,108853909,,41872803,105063093,201560389,80622893,71355052,184085342,60628407,75828799,711609,711133
(주)골프존,215000,2016/12,59.8,35237011,120648626,58.98,32717567,115886579,216964342,87427908,84093965,196864993,75591746,77311791,759926,745423
(주)골프존,215000,2017/12,52.52,80376887,189381881,47.32,79436410,181394935,200105321,69036405,93611339,171859065,61708564,76621692,713146,708492
(주)골프존,215000,2018/12,37.61,32883976,194919561,39.07,34481459,197436844,198705194,77580938,92963990,191571105,77184826,85300585,748762,744490
(주)골프존,215000,2019/12,32.18,39501603,200042879,44.45,38567865,205529589,247018099,93859565,120861039,239051647,96463711,106388878,1003551,814308
(주)골프존,215000,2020/12,34.09,87402396,225570692,41.77,84563964,228577113,298524085,111875928,135075243,281031445,114262020,115186448,1513019,1234876
(주)골프존,215000,2021/12,72.12,136071287,291902034,98.86,125602419,288696449,440308104,154972233,177664120,413298839,160988749,146771296,1493042,1067540
(주)골프존,215000,2022/12,79.1,133925403,373163222,149.7,117003762,362303179,617513987,253843200,214991340,566684211,252422155,164291807,1879608,1001780
(주)골프존뉴딘홀딩스,121440,2010/12,3878.1,73263610,162703512,999999999,68461679,159744437,190299946,81211708,42493600,184308070,81697184,39070267,16950,0
(주)골프존뉴딘홀딩스,121440,2011/12,1101.46,46128334,348968757,1759.62,46694787,348104397,215793737,100364106,61499627,209788389,101810790,55068379,49427,31093
(주)골프존뉴딘홀딩스,121440,2012/12,31.08,61269978,411636973,48.56,73950383,410999847,289629366,131624220,89002498,276341690,119729808,82729840,2220350,1521547
(주)골프존뉴딘홀딩스,121440,2013/12,25.98,63430820,424543916,39.77,72616582,427556455,365126358,186981066,97656135,340005073,153062630,102494761,3098214,2123633
(주)골프존뉴딘홀딩스,121440,2014/12,22.05,28790402,486385956,65.05,30858148,473636026,429589619,219364035,107831868,387066126,171180827,114518182,4644206,1558321
(주)골프존뉴딘홀딩스,121440,2015/12,-1.54,-15266617,551360423,-21.02,-16346800,551703320,164536448,109081059,64804972,29389093,7714195,35478722,6157929,750150
(주)골프존뉴딘홀딩스,121440,2016/12,5.22,15895535,528087415,-4.43,5618275,506841449,243275475,126201483,80068007,27652102,512580,32702609,7082912,1256700
(주)골프존뉴딘홀딩스,121440,2017/12,2.81,-1173648,500912642,-4.92,-1147880,480074463,213756902,112978779,82355498,23499543,681186,29642657,6961020,1386530
(주)골프존뉴딘홀딩스,121440,2018/12,0.15,-20158087,485969871,-7.1,-4416464,484480922,223036801,129202466,92720103,16100354,630040,26475864,7655884,1550557
(주)골프존뉴딘홀딩스,121440,2019/12,-0.36,5656323,447197508,-9.01,2640435,450069457,228935651,140609926,91951161,26897482,25361094,19492596,10033231,1993026
(주)골프존뉴딘홀딩스,121440,2020/12,3.42,25586892,469481392,18.56,5223949,468244376,292025578,175867742,86157842,57481004,4108743,17255850,8772723,1946079
(주)골프존뉴딘홀딩스,121440,2021/12,9.17,21104190,601359598,32.74,6789765,597768132,417687053,241997448,102496652,80139752,2131782,18153366,7985310,1828416
(주)골프존뉴딘홀딩스,121440,2022/12,11.73,17981156,685290152,39.85,13955219,680993905,488754684,283677120,110631630,101003788,3329779,18651762,8054386,1983071
(주)공구우먼,366030,2017/12,,,,,,,,,,,,,,
(주)공구우먼,366030,2018/12,,,,,,,,,,,,,,
(주)공구우먼,366030,2019/12,,,,,,,,,,,,,,
(주)공구우먼,366030,2020/12,,,,235.88,5148250,21254528,,,,32683411,19085379,8218862,,22805
(주)공구우먼,366030,2021/12,,,,1485.91,8223311,27118796,,,,47319808,26023779,10968961,,6950
(주)공구우먼,366030,2022/12,,,,927.12,10510205,59297313,,,,58686880,32206387,13818757,,13657
(주)광림,014200,2010/12,,,,2.5,-4298360,55002116,,,,93434519,77705430,12926508,,1390913
(주)광림,014200,2011/12,,,,4.55,11879861,56677106,,,,106495363,89277042,13979880,,1157233
(주)광림,014200,2012/12,,,,1.71,2753017,63502275,,,,85322569,74514327,9486661,,771343
(주)광림,014200,2013/12,,,,6.18,14536213,64796802,,,,103442134,89450125,10681092,,535375
(주)광림,014200,2014/12,0.7,-6344996,128970849,1.79,-3582919,66259380,231446314,175450887,53809936,92553612,79081364,11561595,3136508,1066049
(주)광림,014200,2015/12,,,,0.43,-2663712,80899308,,,,237222890,178239093,57657130,,3060107
(주)광림,014200,2016/12,0.16,3288372,113505965,0.16,3288372,90221084,87302967,75002299,12128894,87302967,75002299,12128894,1107586,1107586
(주)광림,014200,2017/12,-3.19,-15250032,107690687,1.64,8658598,176556237,135191558,131160374,16400734,99421336,84130277,12986902,3872634,1405458
(주)광림,014200,2018/12,-0.23,-13294713,90075229,1.45,1251490,120931215,136595300,122536264,15103531,75493055,62505909,10784223,4555761,1523489
(주)광림,014200,2019/12,-2.16,-10889787,102732190,1.23,1985291,156211227,145864184,134964602,21882738,93241157,78615222,10806603,5093365,3095906
(주)광림,014200,2020/12,1.07,25092530,81613304,1.3,18881193,148097628,161220310,137114490,15260906,104253227,86386218,9642447,8299120,6340627
(주)광림,014200,2021/12,0.96,9903828,125779874,3.13,5421907,204225504,188434984,158900771,18256251,136952961,111543559,11262340,11753835,4517953
(주)광림,014200,2022/12,2.14,10028060,161976773,12.33,3357003,173191372,206957470,166124969,18802321,156105843,124885673,11791135,10294963,1575907
(주)광무,029480,2010/12,0.68,6887997,48998701,0.66,6384958,61613923,81747132,62980133,14317319,80284671,61972719,13178076,4586758,4561190
(주)광무,029480,2011/12,-3.01,8460656,37831616,-2.59,9882003,49296267,51755052,42251012,19087540,50359203,40419633,17275285,4492739,4404751
(주)광무,029480,2012/12,-2.69,-5808549,29507217,-2.61,-5777036,36518143,41178683,33757502,13198130,40406860,33220101,12801293,2148753,2148753
(주)광무,029480,2013/12,-8.2,-971186,8786699,-4.26,-759831,11346800,20534276,22621739,11817507,10105219,10221619,6782906,1696638,1617920
(주)광무,029480,2014/12,,,,1.12,1529973,8505450,,,,38409667,31532738,5454577,,1269418
(주)광무,029480,2015/12,,,,-0.8,-550286,7744452,,,,17648493,13652964,4615892,,797006
(주)광무,029480,2016/12,,,,1.93,154459,8053231,,,,26429957,21752231,3383715,,670738
(주)광무,029480,2017/12,,,,0.32,247467,13552175,,,,21540953,17503183,3838245,,623290
(주)광무,029480,2018/12,-3.19,-1324743,10729216,-1.6,-889612,9695091,23074941,17769834,6640352,20707286,17118006,4261246,418814,418814
(주)광무,029480,2019/12,-2.9,-2435580,22844122,-2.36,-2567529,22202195,36483979,21870776,17625827,25244176,20873726,6630498,1037639,958464
(주)광무,029480,2020/12,-1.92,-1312547,24221981,-1.72,-1654541,24203641,25175823,22385396,6363706,25006895,22230097,5845677,1865706,1780990
(주)광무,029480,2021/12,-0.51,-1066561,50960246,-0.25,-697351,50613006,18919930,15553190,4091487,18172583,14834336,3690507,1416528,1415548
(주)광무,029480,2022/12,0.46,-35152926,80095780,0.57,-34662290,80095033,78221399,70800780,5045000,78141399,70800780,4388830,5181598,5154696
(주)구스앤홈,329050,2017/12,,,,,,,,,,,,,,
(주)구스앤홈,329050,2018/12,,,,,,,,,,,,,,
(주)구스앤홈,329050,2019/12,,,,,,,,,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,,,,,,,,,
(주)구영테크,053270,2010/12,1.5,6928438,36479261,2.23,5553988,26722489,150546089,129653477,13803758,60777103,47533638,7316031,5214690,3118988
(주)구영테크,053270,2011/12,0.96,1574250,36633264,1.41,299063,27962532,147832315,129730219,14387234,62527619,50904676,7202004,5373560,3681661
(주)구영테크,053270,2012/12,1.29,11791408,36686891,1.21,3400845,29302171,155788988,134266189,14034750,65451015,53454413,7157265,0,0
(주)구영테크,053270,2013/12,1.39,11048296,39023837,1.26,6156243,30762180,172747316,150485036,14770015,76282590,63114137,8705417,0,0
(주)구영테크,053270,2014/12,1.38,3399363,52212920,1.08,-1477205,42200180,170528694,148057799,17032666,77799749,64482528,10534973,0,0
(주)구영테크,053270,2015/12,1.97,17308908,56401223,1.98,9373875,44066560,172083049,146639036,19298586,87109177,72768430,10811085,0,0
(주)구영테크,053270,2016/12,1.65,19282164,57780291,3.06,12368645,46429602,148301597,125781105,18182773,75320433,61393389,9812754,0,0
(주)구영테크,053270,2017/12,2.37,5515131,55811041,2.56,3339453,47102417,149833357,127099113,17042908,74298129,61735712,9537064,0,0
(주)구영테크,053270,2018/12,1.47,3263344,68827896,0.73,-2316059,57861349,195238339,172978813,16880656,81928926,69673553,10616789,0,0
(주)구영테크,053270,2019/12,1.33,7656129,71704257,1.14,9760503,58668784,230853336,208667166,16946995,93132845,79774125,10845074,0,0
(주)구영테크,053270,2020/12,1.04,18178378,69507562,1.31,8014471,58729775,196660508,178110663,15611202,84841189,71992099,10471980,0,0
(주)구영테크,053270,2021/12,1.59,17241006,76272000,1.93,8874095,61940307,203398452,182061891,17341795,101636678,85838149,12681683,0,0
(주)구영테크,053270,2022/12,1.77,22114805,83425564,1.53,8019177,65682722,274207755,244249062,22262917,116246952,96624060,15315960,0,0
(주)국보디자인,066620,2010/12,75.05,9590801,43011116,472.47,7538835,42593318,117346477,98678532,10576325,103169415,90743070,8712568,94256,8999
(주)국보디자인,066620,2011/12,238.18,15461768,48143562,235.83,17106438,48472432,130689686,110146120,11769982,123203000,104476612,10299336,35995,35995
(주)국보디자인,066620,2012/12,2003.29,15200794,57564527,2055.61,15836189,58283419,119402993,100272273,8629461,118458574,99523026,8160044,282896,5242
(주)국보디자인,066620,2013/12,1539.88,20298063,65598063,1366.16,18002150,64945696,163518536,141528744,10222019,153216189,133394653,9381375,7642,7642
(주)국보디자인,066620,2014/12,1917.05,13115955,74350888,1414.92,14386136,70452085,176373907,150086662,12940774,158268803,136427117,11991028,6962,6962
(주)국보디자인,066620,2015/12,1867.07,12342482,83307386,998.53,5593211,75467148,192608497,167038905,12780158,157657615,139094723,11722942,6850,6850
(주)국보디자인,066620,2016/12,6455.77,12706335,86928845,9744.77,16198340,80282408,201410031,176586073,14307502,191620729,165798273,12472116,1370,1370
(주)국보디자인,066620,2017/12,3543.84,17688040,99283826,3662.13,19976906,94380512,270658405,224690293,22752386,262522024,219241879,19289550,6551,6551
(주)국보디자인,066620,2018/12,382.19,2672078,108600438,999999999,198822,103598968,254259835,216708444,21087994,231093439,197658770,16687290,710,0
(주)국보디자인,066620,2019/12,592.26,5879030,123363884,675.37,5796396,112076012,269005976,236763672,20685006,237054909,211116237,15432607,19514,15556
(주)국보디자인,066620,2020/12,2015.9,34430454,166024203,2102.56,30754297,152420922,288138989,242413420,19982501,253810694,216365240,15967838,12770,10215
(주)국보디자인,066620,2021/12,4014.1,12124010,227447157,4065.97,15506474,208781456,323028432,274404418,22877558,295474472,254290532,18808908,6414,5503
(주)국보디자인,066620,2022/12,1301.1,23644350,145726797,1199.89,28220518,125602662,378387844,327136850,22486170,334734258,289761621,18840275,22109,21779
(주)국순당,043650,2010/12,261.67,26049262,177068826,999999999,23856306,172746140,116933694,57728627,44687208,103748078,49230706,39020995,55482,0
(주)국순당,043650,2011/12,167.22,7678883,178114387,999999999,7229199,174045265,127686247,73054530,49287226,124279594,71050728,47560054,31961,0
(주)국순당,043650,2012/12,172.69,7480415,191625826,999999999,8478916,186305726,118697826,65490982,47556086,115146725,63606595,44745714,32722,0
(주)국순당,043650,2013/12,9.21,4097835,194567775,999999999,6875600,185985822,99173525,57173733,40558345,96140591,55586775,39366006,156475,0
(주)국순당,043650,2014/12,9.17,2930587,196810690,999999999,5749495,186838479,91863604,55688500,35092859,89173752,54216676,34075319,118046,0
(주)국순당,043650,2015/12,-334.84,-9008894,198167277,999999999,-5215387,186118215,77443124,50017004,35623752,74955341,48640465,34620628,24482,0
(주)국순당,043650,2016/12,-327.25,141542,194018641,999999999,2454538,183188543,69701266,42026522,34162515,68425801,40999107,32883560,19825,0
(주)국순당,043650,2017/12,-12.28,-2421354,221539252,999999999,18084724,191745752,62761236,38986795,28037773,60087461,36938506,26733827,347165,0
(주)국순당,043650,2018/12,-7.85,-5633688,215679919,999999999,15817595,203499644,61496072,38750320,25740195,52679104,32145829,23285214,381389,0
(주)국순당,043650,2019/12,-4.32,-4311503,204958649,999999999,-3808205,196923842,102095769,73665131,34397559,48045002,30836825,22649089,474275,0
(주)국순당,043650,2020/12,261.6,15137331,222502376,999999999,12385565,210249290,52947425,29009493,19355953,50345658,27779374,17476946,434,0
(주)국순당,043650,2021/12,757.64,5759119,242822099,999999999,9260002,224094527,65221440,33841200,22912814,61741325,32528235,20871388,11176,0
(주)국순당,043650,2022/12,325.24,3803662,234352561,999999999,3553202,221867182,74619185,38544194,26929911,71300012,37237254,25203656,28118,20202
(주)국영지앤엠,006050,2010/12,,,,113.81,3063526,34971030,,,,41942761,38256667,1443390,,86209
(주)국영지앤엠,006050,2011/12,,,,-170.81,2359273,32733005,,,,42569848,42885119,2316855,,17257
(주)국영지앤엠,006050,2012/12,,,,-4.57,-7365050,45960267,,,,43781593,43286767,1985430,,326280
