회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),부채(*)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원)
(주)썸에이지,208640,2023/12,38948075,25981502,12966574,11560935,38161940,25619370,12542570,8147657
(주)쎄노텍,222420,2018/12,,,,,70474521,36641209,33833312,32797207
(주)쎄노텍,222420,2019/12,,,,,85262664,34879322,50383342,28207532
(주)쎄노텍,222420,2020/12,,,,,81108537,28060088,53048450,23408470
(주)쎄노텍,222420,2021/12,,,,,89616601,31121725,58494876,32885094
(주)쎄노텍,222420,2022/12,,,,,96331529,37877096,58454433,34731414
(주)쎄노텍,222420,2023/12,,,,,97134969,37197880,59937088,31111153
(주)쎄니트,037760,2018/12,146231340,78099895,68131445,113737745,109679795,63222879,46456916,69930265
(주)쎄니트,037760,2019/12,157234051,79159923,78074128,109747055,111978660,62026240,49952420,68034838
(주)쎄니트,037760,2020/12,174745956,82775940,91970016,93920946,119286362,63885447,55400915,54573292
(주)쎄니트,037760,2021/12,178183477,90894042,87289435,126055102,119146755,68269173,50877583,79633260
(주)쎄니트,037760,2022/12,197617974,99282780,98335194,160097409,121493558,70003295,51490263,100862535
(주)쎄니트,037760,2023/12,204177258,101771442,102405815,140357557,117352648,65522160,51830488,74793023
(주)쎄트렉아이,099320,2018/12,77675670,58484930,19190741,46132147,72937955,57623832,15314122,39917944
(주)쎄트렉아이,099320,2019/12,96315121,64468264,31846857,70228243,88358446,63401899,24956547,63126204
(주)쎄트렉아이,099320,2020/12,107499549,73789731,33709818,89227431,101229844,72930017,28299827,81736208
(주)쎄트렉아이,099320,2021/12,230110835,118056306,112054529,73449329,217700448,123901468,93798981,66225194
(주)쎄트렉아이,099320,2022/12,258780307,121165552,137614755,91357564,248927148,130218932,118708216,78786748
(주)쎄트렉아이,099320,2023/12,313827961,218255795,95572166,125433495,314283280,241534904,72748376,115201467
(주)쎌바이오텍,049960,2018/12,112047408,105624887,6422521,62543665,115179431,109313047,5866383,60466045
(주)쎌바이오텍,049960,2019/12,108303435,103602393,4701041,45959678,112132723,108951019,3181704,44005368
(주)쎌바이오텍,049960,2020/12,105301188,99984674,5316514,45582256,107681113,104241387,3439726,42743208
(주)쎌바이오텍,049960,2021/12,112876710,106687281,6189428,46873312,112486944,107501757,4985187,44004170
(주)쎌바이오텍,049960,2022/12,115838641,108091950,7746691,50525749,116693439,111331996,5361443,47457347
(주)쎌바이오텍,049960,2023/12,117640674,111885221,5755454,53787389,116721827,112584375,4137451,50935575
(주)쏘닉스,088280,2018/12,,,,,,,,
(주)쏘닉스,088280,2019/12,,,,,,,,
(주)쏘닉스,088280,2020/12,,,,,,,,
(주)쏘닉스,088280,2021/12,,,,,,,,
(주)쏘닉스,088280,2022/12,,,,,36908339,23051589,13856750,15839005
(주)쏘카,403550,2018/12,,,,,,,,
(주)쏘카,403550,2019/12,,,,,,,,
(주)쏘카,403550,2020/12,,,,,,,,
(주)쏘카,403550,2021/12,433189004,150910237,282278767,289000549,419878674,149906524,269972150,284953806
(주)쏘카,403550,2022/12,585713155,247578318,338134836,397560236,573698840,257081916,316616923,375330069
(주)쏘카,403550,2023/12,679023238,211739104,467284133,398471746,660193980,214858253,445335727,368651884
(주)쏠리드,050890,2018/12,269361556,110297597,159063958,222581331,249890086,110599837,139290249,162042944
(주)쏠리드,050890,2019/12,283758311,123629419,160128892,229279898,269365848,128327528,141038319,161767640
(주)쏠리드,050890,2020/12,281458782,111780815,169677967,172862742,271514567,121853794,149660773,128417789
(주)쏠리드,050890,2021/12,369544230,195477676,174066553,212258023,345482575,201719322,143763253,164726332
(주)쏠리드,050890,2022/12,434335170,228875015,205460155,279785549,407022139,231461325,175560814,222372559
(주)쏠리드,050890,2023/12,457248294,273027046,184221247,321364602,429496256,275597289,153898966,246602078
(주)씨씨에스충북방송,066790,2018/12,35691430,24392529,11298901,21012548,35690577,24617228,11073349,21016148
(주)씨씨에스충북방송,066790,2019/12,32952881,24272672,8680208,20318290,32950970,24515213,8435757,20321890
(주)씨씨에스충북방송,066790,2020/12,34807582,26306576,8501006,19270324,34806609,26548505,8258104,19273924
(주)씨씨에스충북방송,066790,2021/12,28974325,24299556,4674769,18740525,28825857,24492325,4333532,18538795
(주)씨씨에스충북방송,066790,2022/12,32092326,24914269,7178058,19355942,32090047,25289771,6800276,19359542
(주)씨씨에스충북방송,066790,2023/12,31552489,27539470,4013019,19211400,31548803,27829089,3719714,19215000
(주)씨아이테크,004920,2018/12,42991097,24247898,18743199,32283987,29064073,21055373,8008700,12162305
(주)씨아이테크,004920,2019/12,56095818,31300438,24795381,40719368,36179584,26971315,9208268,15662771
(주)씨아이테크,004920,2020/12,75094283,32722591,42371691,52331962,44414767,24977988,19436779,16542963
(주)씨아이테크,004920,2021/12,79538625,47823128,31715497,47230073,52389816,35995408,16394409,16977463
(주)씨아이테크,004920,2022/12,94704398,53196811,41507587,56721433,64399134,43658589,20740544,22844046
(주)씨아이테크,004920,2023/12,90579938,54920682,35659256,57050887,62593382,46090267,16503114,18960270
(주)씨앤씨인터내셔널,352480,2018/12,,,,,,,,
(주)씨앤씨인터내셔널,352480,2019/12,98495935,33748127,64747808,81598178,103170255,38926589,64243666,79247734
(주)씨앤씨인터내셔널,352480,2020/12,120118631,40418759,79699872,89611804,123871293,45623788,78247505,86293203
(주)씨앤씨인터내셔널,352480,2021/12,159731802,117909005,41822797,91293592,161347917,121563970,39783947,83660249
(주)씨앤씨인터내셔널,352480,2022/12,178950669,134184642,44766027,130605728,177229848,134748422,42481427,118561227
(주)씨앤투스,352700,2018/12,56097838,11303244,44794594,36908098,53437357,10046268,43391089,34777726
(주)씨앤투스,352700,2019/12,55286167,11435325,43850842,47481184,50310401,8500399,41810001,44072593
(주)씨앤투스,352700,2020/12,124010226,73387479,50622748,157926068,114465847,66252724,48213123,148168803
(주)씨앤투스,352700,2021/12,197646588,161657567,35989021,170875362,178329100,148790979,29538121,152265132
(주)씨앤투스,352700,2022/12,184516167,166410352,18105815,141584469,170237309,156942075,13295234,120871911
(주)씨앤투스,352700,2023/12,171322450,162675595,8646855,78037214,159393863,152476323,6917540,63897285
(주)씨에스,065770,2018/12,32509182,22553086,9956096,58746314,32463728,22535640,9928088,58726389
(주)씨에스,065770,2019/12,27188933,21759880,5429054,32157824,27205598,21889283,5316315,32156921
(주)씨에스,065770,2020/12,28341912,22045286,6296626,42958085,28435858,22255349,6180509,42958085
(주)씨에스,065770,2021/12,34448404,21333464,13114940,41091897,34584979,21519379,13065600,41091897
(주)씨에스,065770,2022/12,34117320,18164713,15952608,35182635,34216333,18348991,15867342,35182635
(주)씨에스,065770,2023/12,20657212,17509403,3147809,33661402,20638467,17527669,3110798,33661402
(주)씨에스에이코스믹,083660,2018/12,37467063,23623605,13843458,63526515,36901643,23597397,13304247,62457277
(주)씨에스에이코스믹,083660,2019/12,33205505,16511719,16693787,64289801,27471968,16094872,11377096,57196967
(주)씨에스에이코스믹,083660,2020/12,34886776,11601402,23285374,58308779,26620497,9478431,17142066,45590133
(주)씨에스에이코스믹,083660,2021/12,46177690,14251333,31926357,60297017,38942642,13000619,25942023,43320478
(주)씨에스에이코스믹,083660,2022/12,34624036,2913834,31710202,61199059,28579326,3764079,24815247,47395756
(주)씨에스에이코스믹,083660,2023/12,42295081,21305211,20989869,44586544,38443067,22609893,15833174,32315984
(주)씨엔알리서치,359090,2020/12,,,,,,,,
(주)씨엔알리서치,359090,2021/12,71271780,30470710,40801070,43171233,72160734,31523627,40637107,43099291
(주)씨엔알리서치,359090,2022/12,70506586,36055579,34451008,48498303,71255617,36967034,34288583,48267675
(주)씨엔알리서치,359090,2023/12,77847768,42493554,35354214,55102004,78460773,43340447,35120326,54793723
(주)씨엔플러스,115530,2018/12,39656788,15283963,24372824,25398180,37183600,15277223,21906376,23878976
(주)씨엔플러스,115530,2019/12,22339698,12843796,9495901,19619973,19805811,12808504,6997307,16364900
(주)씨엔플러스,115530,2020/12,30066350,11716221,18350129,26116270,27979089,12992381,14986708,18076593
(주)씨엔플러스,115530,2021/12,22988664,9898659,13090005,31621537,22865640,9491952,13373688,26858751
(주)씨엔플러스,115530,2022/12,34910267,11608188,23302078,43042658,34453270,11522904,22930365,38947134
(주)씨엔플러스,115530,2023/12,34044320,11291653,22752667,36261410,33913621,11374449,22539172,32518087
(주)씨유메디칼시스템,115480,2018/12,104868166,48461795,56406370,76304066,82091647,46831100,35260547,68753333
(주)씨유메디칼시스템,115480,2019/12,129280916,55569323,73711593,81794149,94436187,48102422,46333764,68976185
(주)씨유메디칼시스템,115480,2020/12,81660018,45892988,35767029,28318709,69995414,40315316,29680098,23332013
(주)씨유메디칼시스템,115480,2021/12,72840957,49019382,23821575,35402267,67693459,46418965,21274494,29836944
(주)씨유메디칼시스템,115480,2022/12,88081459,58930345,29151114,46957359,80399364,54144863,26254501,42435674
(주)씨유메디칼시스템,115480,2023/12,85650474,54221024,31429450,41803052,78034158,48890135,29144023,36623147
(주)씨유박스,340810,2018/12,,,,,7852926,3704899,4148027,7023948
(주)씨유박스,340810,2019/12,,,,,14643754,2095815,12547939,9359852
(주)씨유박스,340810,2020/12,,,,,20665036,-3095891,23760927,10067720
(주)씨유박스,340810,2021/12,,,,,36690908,8673510,28017399,12273157
(주)씨유박스,340810,2022/12,,,,,37181566,4070403,33111163,16807020
(주)씨유박스,340810,2023/12,,,,,42567214,20628538,21938676,14100761
(주)씨이랩,189330,2018/12,,,,,,,,
(주)씨이랩,189330,2019/12,,,,,,,,
(주)씨이랩,189330,2020/12,,,,,11861324,3118345,8742979,11162209
(주)씨이랩,189330,2021/12,,,,,31357987,24528535,6829452,5777876
(주)씨이랩,189330,2022/12,28800135,20728765,8071371,9896926,28834602,20763231,8071371,9896926
(주)씨이랩,189330,2023/12,18016696,14814323,3202373,3663438,18226127,14975649,3250478,3663438
(주)씨제이이엔엠,035760,2018/12,6754948265,3425648310,3329299954,3426817049,4491181820,2513213709,1977968111,2017373340
(주)씨제이이엔엠,035760,2019/12,5434907588,3151893494,2283014093,3789723950,4350964815,2784581744,1566383070,3157133395
(주)씨제이이엔엠,035760,2020/12,6279917457,3785178643,2494738814,3391184003,4903163488,3098400695,1804762792,2718282265
(주)씨제이이엔엠,035760,2021/12,7940624819,4203305796,3737319023,3552396542,6032346375,3327172148,2705174227,2841634431
(주)씨제이이엔엠,035760,2022/12,10332246646,4344327775,5987918871,4792237789,6472510235,3265843071,3206667164,3010181373
(주)씨제이이엔엠,035760,2023/12,9949859715,4177764498,5772095218,4368360657,5875987859,3281935296,2594052562,2639555514
(주)씨젠,096530,2018/12,163806004,128356437,35449567,102264773,151822829,126408775,25414054,83937581
(주)씨젠,096530,2019/12,195715540,152825653,42889888,121953287,181120290,151840419,29279871,97156071
(주)씨젠,096530,2020/12,1094574624,646405928,448168696,1125215548,1062683715,663900134,398783580,1068569150
(주)씨젠,096530,2021/12,1489718581,1083596368,406122213,1370833012,1391996233,1029159292,362836941,1148586421
(주)씨젠,096530,2022/12,1390777557,1150278975,240498583,853561091,1255782005,1058748996,197033009,700378289
(주)씨젠,096530,2023/12,1251451914,1030398976,221052938,367375049,1114203696,930053573,184150124,272463325
(주)씨티씨바이오,060590,2018/12,191687184,86965571,104721613,138400059,182574620,85190978,97383642,101513825
(주)씨티씨바이오,060590,2019/12,186497921,74560125,111937796,136123660,168288053,75860887,92427165,104824069
(주)씨티씨바이오,060590,2020/12,177172050,74347224,102824826,130031775,162991233,83362990,79628243,98624269
(주)씨티씨바이오,060590,2021/12,168226116,85012713,83213403,140317988,158258846,99773231,58485615,103739690
(주)씨티씨바이오,060590,2022/12,187899527,95963038,91936489,165205514,166897713,94833803,72063910,128741838
(주)씨티알모빌리티,308170,2018/12,236543541,80802918,155740623,313341537,188266757,75438147,112828611,226261111
(주)씨티알모빌리티,308170,2019/12,235415923,97739425,137676498,292052529,191050052,90073172,100976881,207395852
(주)씨티알모빌리티,308170,2020/12,272332924,104784428,167548496,316826531,231863468,93285381,138578087,231860590
(주)씨티알모빌리티,308170,2021/12,278103877,97921322,180182556,368434976,232428519,84500839,147927679,275893310
(주)씨티알모빌리티,308170,2022/12,297367188,103848275,193518913,423096556,261045349,99717764,161327585,295033458
(주)씨티알모빌리티,308170,2023/12,298099918,85104082,212995836,444173626,255793422,81389455,174403967,342030022
(주)씨티케이,260930,2018/12,192371545,170946675,21424869,110467178,191962778,171403131,20559647,109723276
(주)씨티케이,260930,2019/12,202468010,174966492,27501518,116328076,195941411,179912581,16028830,108931323
(주)씨티케이,260930,2020/12,205218715,169373398,35845317,124197551,201378817,178264278,23114539,90364258
(주)씨티케이,260930,2021/12,208321744,178690149,29631594,115056023,199402621,183932476,15470145,81709319
(주)씨티케이,260930,2022/12,178700211,151015535,27684676,69361422,188074878,173403522,14671356,51764935
(주)씨티프라퍼티,052300,2018/12,153849231,89815770,64033461,51995890,148076955,85759746,62317209,51119783
(주)씨티프라퍼티,052300,2019/12,142431125,86969632,55461493,18023834,141477158,87532803,53944355,17882006
(주)씨티프라퍼티,052300,2020/12,190837489,121103005,69734484,16692707,189355230,124344181,65011049,16239911
(주)씨티프라퍼티,052300,2021/12,783058167,536084434,246973733,62020723,245925155,188875083,57050072,16076876
(주)씨티프라퍼티,052300,2022/12,668872216,429296868,239575348,214716051,314132980,218172176,95960804,12058884
(주)아가방앤컴퍼니,013990,2018/12,191259986,151066730,40193257,112860687,189286199,150939187,38347012,107135895
(주)아가방앤컴퍼니,013990,2019/12,187823149,135039898,52783251,134236271,185124158,135039898,50084260,129047307
(주)아가방앤컴퍼니,013990,2020/12,186398180,132937274,53460905,122464579,185251075,132937274,52313801,119561393
(주)아가방앤컴퍼니,013990,2021/12,195113831,149343644,45770187,150978014,192292408,148883493,43408915,141534535
(주)아가방앤컴퍼니,013990,2022/12,208363581,162428444,45935138,174318344,205987254,161438934,44548320,167274774
(주)아가방앤컴퍼니,013990,2023/12,221814457,170469139,51345318,186412760,219160699,169399839,49760861,178534943
(주)아나패스,123860,2018/12,,,,,93092428,69273645,23818784,51496711
(주)아나패스,123860,2019/12,,,,,124489670,55203935,69285735,60833182
(주)아나패스,123860,2020/12,,,,,92829575,18681654,74147921,100955537
(주)아나패스,123860,2021/12,,,,,107528915,48352039,59176876,48382081
(주)아나패스,123860,2022/12,,,,,103200284,37832326,65367958,43291923
(주)아나패스,123860,2023/12,,,,,111871068,53806531,58064537,71466090
(주)아난티,025980,2018/12,775052683,337085931,437966753,162183239,473230558,238961169,234269389,64116852
(주)아난티,025980,2019/12,845966626,393398992,452567634,142703754,527646693,310638820,217007873,71418465
(주)아난티,025980,2020/12,1143676045,366716795,776959250,114059446,553167945,308109667,245058278,59133612
(주)아난티,025980,2021/12,1385135410,400555479,984579931,219820295,646816800,330957390,315859410,134866149
(주)아난티,025980,2022/12,1734786834,510634608,1224152226,325346438,670903601,403681119,267222482,161555881
(주)아난티,025980,2023/12,1544905550,703837793,841067757,897296642,767730581,460301289,307429292,104757092
(주)아리온테크놀로지,058220,2018/12,77177119,25386821,51790298,45886089,72444749,23242792,49201957,33380297
(주)아리온테크놀로지,058220,2019/12,86960616,19409782,67550834,33038989,85947297,18559649,67387649,23341145
(주)아리온테크놀로지,058220,2020/12,26058205,-8547543,34605749,8195101,28172953,-7375089,35548041,553412
(주)아모그린텍,125210,2018/12,,,,,53635049,1632461,52002588,85010164
(주)아모그린텍,125210,2019/12,,,,,88827141,38230614,50596527,93385523
(주)아모그린텍,125210,2020/12,,,,,105680293,39467674,66212619,111773856
(주)아모그린텍,125210,2021/12,,,,,114295024,42028914,72266111,122067716
(주)아모그린텍,125210,2022/12,,,,,143145316,55894423,87250893,142128438
(주)아모그린텍,125210,2023/12,,,,,172505588,68772919,103732669,147600021
(주)아모레퍼시픽,090430,2018/12,5371137218,4446417082,924720135,5277844562,4678941055,4236810691,442130364,3670704957
(주)아모레퍼시픽,090430,2019/12,5989007791,4498840803,1490166988,5580142193,4950233655,4375433772,574799883,3913830166
(주)아모레퍼시픽,090430,2020/12,5701918176,4464397744,1237520432,4432179039,4897611155,4418418516,479192640,3016950983
(주)아모레퍼시픽,090430,2021/12,6116713933,4744299878,1372414055,4863128497,5291052656,4725925814,565126842,3475232780
(주)아모레퍼시픽,090430,2022/12,5801783178,4779275104,1022508074,4134932512,5264930130,4848433106,416497024,2874461833
(주)아모레퍼시픽,090430,2023/12,5886510889,4872705211,1013805678,3673963593,5374183609,4839620232,534563377,2439435801
(주)아모레퍼시픽그룹,002790,2018/12,7387374444,6242470075,1144904368,6078179209,1760509303,1712148327,48360976,73339514
(주)아모레퍼시픽그룹,002790,2019/12,8281393134,6480146830,1801246304,6284255176,2038709896,1987827031,50882866,153702106
(주)아모레퍼시픽그룹,002790,2020/12,7788743600,6272042778,1516700822,4930083150,2001905919,1945970039,55935880,52397913
(주)아모레퍼시픽그룹,002790,2021/12,8038142932,6475624778,1562518154,5326080007,2115979028,2033083454,82895575,36094473
(주)아모레퍼시픽그룹,002790,2022/12,7651003801,6533503341,1117500460,4494956807,2253119953,2195635018,57484935,153491537
(주)아모레퍼시픽그룹,002790,2023/12,7631430778,6525132029,1106298749,4021343039,2136105112,2114721202,21383910,42719328
(주)아모센스,357580,2018/12,,,,,58871362,22381727,36489635,46546311
(주)아모센스,357580,2019/12,,,,,68735951,20849403,47886548,62028010
(주)아모센스,357580,2020/12,,,,,59036845,13086938,45949906,43612305
(주)아모센스,357580,2021/12,,,,,76208616,33882677,42325939,56759469
(주)아모센스,357580,2022/12,,,,,90795840,37616576,53179264,63013530
(주)아모센스,357580,2023/12,,,,,111164363,36445243,74719120,87453532
(주)아모텍,052710,2018/12,395793763,197403583,198390180,253421810,404541374,212830169,191711205,232516206
(주)아모텍,052710,2019/12,430547774,198886547,231661227,248551605,448549925,211424670,237125254,232205689
(주)아모텍,052710,2020/12,435517612,183326882,252190730,223892692,461604061,202221224,259382837,206700966
(주)아모텍,052710,2021/12,419533482,185362850,234170632,198577335,446520387,204954617,241565770,173294775
(주)아모텍,052710,2022/12,383992349,176753123,207239226,215714387,419340681,205434554,213906127,183642321
(주)아미노로직스,074430,2018/12,56858958,53187874,3671083,18449736,56857564,53190541,3667024,18449736
(주)아미노로직스,074430,2019/12,57773776,51851737,5922039,18980396,57772372,51854536,5917835,18980396
(주)아미노로직스,074430,2020/12,60128523,53557865,6570658,17650767,60127134,53560427,6566707,17650767
(주)아미노로직스,074430,2021/12,65242517,59393108,5849409,22848960,65241104,59395999,5845104,22848960
(주)아미노로직스,074430,2022/12,55582184,51404094,4178089,27336928,55580752,51407264,4173488,27336928
(주)아미노로직스,074430,2023/12,57668069,54411009,3257060,20886623,57666630,54414252,3252378,20886623
(주)아바코,083930,2018/12,212793720,119214462,93579258,243484967,211061822,117389286,93672536,243240951
(주)아바코,083930,2019/12,198606306,130372632,68233674,226084847,196777944,129225417,67552527,225139216
(주)아바코,083930,2020/12,210178005,140343952,69834053,200347983,202905408,139220979,63684429,199782044
(주)아바코,083930,2021/12,263748816,156486336,107262480,179808229,260377382,154903578,105473804,168313904
(주)아바코,083930,2022/12,278436194,168806347,109629848,217264066,277517514,167493765,110023749,214493066
(주)아바코,083930,2023/12,344930662,184176568,160754094,186852149,345483778,184211192,161272587,184254160
(주)아바텍,149950,2018/12,,,,,145995227,137024996,8970231,74333390
(주)아바텍,149950,2019/12,144778503,136087802,8690701,75410526,144778503,136087802,8690701,75410526
(주)아바텍,149950,2020/12,,,,,150000528,139284129,10716400,75726669
(주)아바텍,149950,2021/12,,,,,153317043,141454809,11862235,80747035
(주)아바텍,149950,2022/12,,,,,149885300,136755691,13129609,73183893
(주)아바텍,149950,2023/12,,,,,150203353,142394565,7808789,75771250
(주)아센디오,012170,2018/12,124156576,52238958,71917618,18081555,95675654,59159259,36516394,8399543
(주)아센디오,012170,2019/12,56809693,-9493832,66303525,31358064,48829715,-438969,49268684,23296229
(주)아센디오,012170,2020/12,27365808,19940038,7425770,21613135,28022853,21432034,6590819,14999260
(주)아센디오,012170,2021/12,68072818,45189018,22883800,21574442,67529072,44939158,22589914,21553733
(주)아센디오,012170,2022/12,73158525,32269679,40888846,18582455,72584409,31940964,40643444,18502454
(주)아센디오,012170,2023/12,48534630,26370954,22163676,6883461,48534512,26372347,22162165,6883461
(주)아셈스,136410,2018/12,,,,,,,,
(주)아셈스,136410,2019/12,56695338,18505632,38189706,34112227,47939503,14997415,32942088,28084003
(주)아셈스,136410,2020/12,57794211,28960046,28834165,34048822,48500967,24561950,23939017,25756511
(주)아셈스,136410,2021/12,75546277,37014881,38531396,42027211,62893090,29988588,32904502,34158579
(주)아셈스,136410,2022/12,99297851,58893726,40404125,53052774,80950140,49740752,31209388,39079086
(주)아셈스,136410,2023/12,100750809,61288371,39462438,47734641,82847407,50230155,32617251,36567727
(주)아스타,246720,2018/12,38218233,33247830,4970403,1742000,32927844,31971002,956842,1099476
(주)아스타,246720,2019/12,25811265,15107143,10704122,1250848,16905036,15764081,1140955,1817622
(주)아스타,246720,2020/12,8302609,6430959,1871649,1261711,8302130,6438049,1864082,873083
(주)아스타,246720,2021/12,11057320,8892559,2164762,2563990,11049074,8891276,2157799,2563990
(주)아스타,246720,2022/12,10935644,7237087,3698557,3345404,10934410,7235853,3698557,3345404
(주)아스트,067390,2018/12,395053004,120562649,274490355,117013394,284422896,106942722,177480174,116937659
(주)아스트,067390,2019/12,578756230,218066885,360689345,144613767,450128809,191228700,258900109,145441532
(주)아스트,067390,2020/12,455445271,119208264,336237007,57977510,331921271,109075046,222846225,56291858
(주)아스트,067390,2021/12,386229982,45271508,340958474,79884431,275836890,61320875,214516015,76466732
(주)아스트,067390,2022/12,383947086,16530764,367416322,162125183,282733735,47388523,235345212,155415518
(주)아스플로,159010,2018/12,49400197,17776673,31623524,56598396,46392117,18437131,27954986,56561462
(주)아스플로,159010,2019/12,69443883,20358404,49085479,40596221,66678527,21514630,45163898,40454937
(주)아스플로,159010,2020/12,73458608,26743207,46715401,44796833,72493887,28589307,43904580,44784379
(주)아스플로,159010,2021/12,94776488,46631411,48145077,58894553,92235043,48543460,43691583,58783798
(주)아스플로,159010,2022/12,111359878,53927305,57432572,88655768,105502582,53927305,51575277,88390513
(주)아스플로,159010,2023/12,130159314,57474228,72685086,86873728,124064228,57474228,66590001,86593762
(주)아시아경제,127710,2018/12,155657484,105491479,50166005,38402070,148618668,102645094,45973575,37279579
(주)아시아경제,127710,2019/12,134950581,102610099,32340482,38372830,128813843,97958385,30855458,37224621
(주)아시아경제,127710,2020/12,174949808,127781349,47168459,71847306,148338120,109636504,38701616,39098479
(주)아시아경제,127710,2021/12,,,,,237323765,158354862,78968903,42841715
(주)아시아경제,127710,2022/12,720116712,190050857,530065855,85242477,210183856,175889178,34294678,43901294
(주)아우딘퓨쳐스,227610,2018/12,,,,,59660386,53600457,6059929,89405999
(주)아우딘퓨쳐스,227610,2019/12,54307215,34129547,20177669,54122517,50373154,34504304,15868850,44450166
(주)아우딘퓨쳐스,227610,2020/12,53599247,20444179,33155068,40415612,53553545,21529415,32024130,38714862
(주)아우딘퓨쳐스,227610,2021/12,50535705,17472354,33063351,43911332,49114266,17317606,31796660,42793572
(주)아우딘퓨쳐스,227610,2022/12,58434792,8578198,49856594,35044593,57567855,8928550,48639306,35034378
(주)아우딘퓨쳐스,227610,2023/12,60238408,23649891,36588518,32698315,60097591,23943812,36153779,32698142
(주)아이디스,143160,2018/12,165464307,151806360,13657947,109219202,165365287,151756491,13608796,105771036
(주)아이디스,143160,2019/12,170723399,152367514,18355885,111875143,170335082,152189329,18145754,108050710
(주)아이디스,143160,2020/12,183585393,161659138,21926255,150996037,183020615,162355686,20664929,148204029
(주)아이디스,143160,2021/12,305052799,244542114,60510685,204054825,220456493,178564530,41891963,173624119
(주)아이디스,143160,2022/12,330496927,256490632,74006295,269923347,236319885,186748826,49571059,212111604
(주)아이디스,143160,2023/12,444139953,336677733,107462220,278189279,281823653,207825808,73997846,200408720
(주)아이디스홀딩스,054800,2018/12,800007201,611162023,188845178,556267195,279615838,168464839,111151000,7916598
(주)아이디스홀딩스,054800,2019/12,799552850,616336729,183216121,507776368,262808987,154920968,107888019,7863296
(주)아이디스홀딩스,054800,2020/12,787004602,613628999,173375602,432176010,265258291,157842292,107415998,7149631
(주)아이디스홀딩스,054800,2021/12,937514270,683701059,253813211,544386776,270012019,162294313,107717706,7015840
(주)아이디스홀딩스,054800,2022/12,1090033401,748338479,341694922,874051271,266812661,159862629,106950032,7322080
(주)아이디스홀딩스,054800,2023/12,1184589438,832464393,352125045,748555977,270702761,163640843,107061918,8362325
(주)아이마켓코리아,122900,2018/12,1078276076,441527180,636748896,2935242220,747474981,381644493,365830488,2248879468
(주)아이마켓코리아,122900,2019/12,1096877066,426528758,670348308,2923787986,762129580,369103824,393025756,2226137935
(주)아이마켓코리아,122900,2020/12,1110821080,416936270,693884810,2839411295,775683300,368177689,407505610,2079858141
(주)아이마켓코리아,122900,2021/12,1120159809,416774092,703385717,3132491780,782490914,374673324,407817590,2353473845
(주)아이마켓코리아,122900,2022/12,1224954676,410174014,814780663,3588174696,825178689,385492879,439685810,2678991235
(주)아이마켓코리아,122900,2023/12,1373717053,400371904,973345149,3425595997,877829693,372375859,505453833,2422541494
(주)아이비김영,339950,2019/12,,,,,,,,
(주)아이비김영,339950,2020/12,59472720,28515257,30957463,59897255,51882537,31666099,20216438,45257135
(주)아이비김영,339950,2021/12,74933834,36803733,38130101,79442495,65235258,44710436,20524822,58592435
(주)아이비김영,339950,2022/12,75612710,35656233,39956476,86509520,77896959,52210882,25686077,63469408
(주)아이비김영,339950,2023/12,80093701,41960552,38133150,94698742,90328442,62526757,27801685,73038290
(주)아이센스,099190,2018/12,252048100,183266928,68781171,172996579,232933819,181057013,51876806,149179805
(주)아이센스,099190,2019/12,270042338,201091288,68951050,189844257,255471343,203953254,51518089,161094187
(주)아이센스,099190,2020/12,307030229,223126258,83903971,203707641,295145760,224685875,70459884,171305246
(주)아이센스,099190,2021/12,429179673,284740301,144439372,232934791,401916703,273575689,128341014,193881493
(주)아이센스,099190,2022/12,449570180,304756150,144814029,264837131,418417503,292159930,126257573,221991301
(주)아이센스,099190,2023/12,498816262,303494922,195321340,265120260,452683211,288037684,164645527,210653114
(주)아이스크림에듀,289010,2018/12,,,,,68986867,48948500,20038367,100102075
(주)아이스크림에듀,289010,2019/12,,,,,95666665,74523725,21142940,106436331
(주)아이스크림에듀,289010,2020/12,,,,,99812770,73312409,26500361,115520448
(주)아이스크림에듀,289010,2021/12,,,,,89743144,66554728,23188416,128568296
(주)아이스크림에듀,289010,2022/12,,,,,92690745,67239470,25451276,133842492
(주)아이스크림에듀,289010,2023/12,91862659,44559537,47303122,117613662,91548866,44256883,47291983,117613662
(주)아이씨디,040910,2018/12,191224177,131398548,59825629,233974937,186850780,130698575,56152205,232668163
(주)아이씨디,040910,2019/12,203772358,147055396,56716962,121604632,194048979,144466844,49582135,110553213
(주)아이씨디,040910,2020/12,233099358,179473878,53625480,308965254,220385327,172659796,47725531,293846913
(주)아이씨디,040910,2021/12,232848928,167936710,64912218,115769378,220672547,159535731,61136816,102514250
(주)아이씨디,040910,2022/12,202500364,153246034,49254330,150944906,186693112,142370106,44323006,133286403
(주)아이씨에이치,368600,2018/12,,,,,,,,
(주)아이씨에이치,368600,2019/12,,,,,,,,
(주)아이씨에이치,368600,2020/12,34603165,11811474,22791691,24166788,31771483,10361925,21409558,16407923
(주)아이씨에이치,368600,2021/12,55485382,35569717,19915665,38439591,47945806,25611423,22334383,23271487
