회사명,거래소코드,회계년도,총자본증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),종업원수증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),금융비용부담률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),사내유보 대 자기자본비율(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),유보율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자기자본구성비율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),부채비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),[제조]자산(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]매출원가(*)(IFRS연결),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),[제조]당기순이익(손실)(IFRS연결)
(주)HJ매그놀리아용평호텔앤리조트,070960,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)HJ매그놀리아용평호텔앤리조트,070960,2013/12,0,0,0,0,0,,25.79,16,7.62,8.26,3.93,10.66,96.73,,0.2,0.52,0.33,2.66,3.1,18.84,9.38,0.5,0,,,,,8.85,9.66,308,967.77,56.86,244.11,43.59,36.1,39.32,23.21,19.93,11.19,0,774.82,154.3,8,30.24,4.85,23.91,4048.19,,757983088,153831158,114160407,15053235,11726313
(주)HJ매그놀리아용평호텔앤리조트,070960,2014/12,8.03,-30.13,-66.22,1.15,-13.16,,22.01,12.88,2.96,5.74,1.32,11.69,96.1,,0.17,0.45,0.27,1.41,1.57,14.44,5.61,0.37,0,,,,,8.15,9.78,104,1065.86,58.67,252.39,49.93,36.37,36.82,45.31,41.75,17.1,0,1545.86,171.61,7.47,20.84,4.72,28.92,3515.57,,818879781,133591597,104188856,12202258,3955667
(주)HJ매그놀리아용평호텔앤리조트,070960,2015/12,18.53,53.66,193.32,3.76,31.97,,23.52,14.99,6.56,8.6,3.78,7.63,91.67,,0.2,0.57,0.3,0.84,0.91,10.27,1.74,0.32,0,,,,,7.32,10.54,306,969.29,64.63,267,40.3,30.54,32.23,70.81,64.93,11.85,0,8886.53,210.29,5.88,22.82,3.98,21.93,4639.57,,970650679,176303475,134840799,15032317,11572555
(주)HJ매그놀리아용평호텔앤리조트,070960,2016/12,-4.3,14.92,23.29,26.73,19.51,,23.24,14.42,6.8,8.56,4.04,5.22,91.37,,0.22,0.59,0.35,0.8,0.86,11.03,1.36,0.34,0,,,,,7.73,10.67,324,-431.17,64.72,0,34.08,30.12,42.68,77.07,72.45,24.23,0,7094.91,134.32,1.67,6.9,0.96,4.23,4782.96,,928945970,210702135,161737462,18590640,14321286
(주)HJ매그놀리아용평호텔앤리조트,070960,2017/12,-6.54,10.28,18.39,2.96,-0.49,,22.57,15.98,8.09,8.33,4.21,5.12,89.61,,0.23,0.52,0.42,1.1,1.19,14.85,1.84,0.44,0,,,,,8.95,10.95,352,370,69.59,0,37.06,29.06,47.02,55.39,49.94,12.62,0,5053.47,112.69,-0.13,-0.42,-0.07,-0.28,4356.18,,868156494,209677450,162350743,13829690,16953250
(주)HJ매그놀리아용평호텔앤리조트,070960,2018/12,-6.38,-26.67,-39.9,1.47,-13.49,,22.91,13.54,5.62,5.97,2.48,5.59,92.82,,0.22,0.44,0.42,1.47,1.66,13.22,3.29,0.52,0,,,,,9.12,10.7,212,1090.82,72.09,0,40.89,34.64,50.96,55.57,48.41,31.88,0,1474.81,96.24,8.82,22.8,4.33,19.38,3768.46,,812775928,181388591,139835125,16990683,10185942
(주)HJ매그놀리아용평호텔앤리조트,070960,2019/12,4.57,-116.79,-235.41,-4.44,-28.64,,10.26,-3.19,-10.66,-1.02,-3.41,9.57,113.18,,0.16,0.32,0.3,1.22,1.41,8.82,6.08,0.42,0,,,,,5.35,6.32,-287,490.32,64.45,0,35.15,57.59,46.57,48.72,41.58,22.05,0,1205.05,114.75,8.38,21.06,4.48,29.4,2689.02,,849935619,129431260,116153202,17402188,-13791548
(주)HJ매그놀리아용평호텔앤리조트,070960,2020/12,7.29,0,0,-4.55,-1.56,,7.15,-5.46,-13.78,-1.8,-4.54,9.25,118.14,,0.14,0.33,0.26,0.92,1.16,4.59,6.6,0.3,0,,,,,4.14,5.25,-365,1057.91,56.97,0,29.66,64.37,41.43,48.21,36.79,20.79,0,4125.71,141.39,6.98,19.92,4.09,29.24,2647.18,,911905132,127417725,118308329,16061662,-17562113
(주)HJ매그놀리아용평호텔앤리조트,070960,2021/12,-7.72,0,0,2.25,85.48,,21.49,13,3.67,8.04,2.27,5.39,95.55,,0.27,0.62,0.48,1.76,2.08,11.56,11.26,0.58,0,,,,,8.6,10.1,180,-239.81,60.49,0,30.62,31.83,45.9,50.09,49.44,17.67,0,1671.47,117.86,4.32,9.48,2.34,8.33,4909.91,,841499592,236330115,185538832,20060190,8673798
(주)HJ매그놀리아용평호텔앤리조트,070960,2022/12,3.18,-94.95,0,-2.21,-39.36,,13.32,1.08,-8.46,0.41,-3.17,7.45,106.47,,0.17,0.38,0.3,1.21,1.34,11.93,5.26,0.42,0,,,,,5.57,6.93,-252,525.13,56.94,0,33.72,51.47,43.5,57.43,47.86,15.12,0,1381.75,129.88,1.4,3.3,0.79,4.79,2977.46,,868285864,143314957,124226555,17536077,-12121470
(주)MH에탄올,023150,2012/12,0.13,803.71,0,-6.76,33.46,,17.97,9.12,0.48,13.24,1.01,7.51,98.31,,0.45,1.45,0.64,1.25,1.83,3.94,6.33,0.47,0,,,,,11.43,21.39,59,-700.89,787.71,728.46,25.71,37.66,29.53,61.27,36.07,0.73,0,66557.71,238.69,-2.5,-3.09,-1.76,-3.95,8538.31,,134385813,59768175,49030452,5285990,287369
(주)MH에탄올,023150,2013/12,-3.49,-44.79,1640.29,17.05,4.07,,12.67,4.84,11.3,7.04,16.85,5.07,98.82,,0.47,1.45,0.7,1.33,2.07,3.76,5.98,0.5,0,,,,,10.06,18.55,1022,873.44,939.04,648.66,20.98,40.06,35.38,57.37,40.78,0.14,0,287248.6,182.66,0.72,0.81,0.47,0.97,8885.7,,129697936,62199887,54316861,4873284,7028234
(주)MH에탄올,023150,2014/12,-34.05,190.55,0,15.27,-21.25,,24.24,17.85,-0.41,17.72,-0.38,2.46,90.72,,0.46,0.99,0.84,1.36,1.87,5.03,4.65,0.55,0,,,,,13.21,31.73,-26,699.22,1048.39,668.75,23.06,38.67,61.72,90.87,68.77,0.02,0,0,62.03,17.21,19.17,6.59,11.51,6638.69,,85534839,48983781,37109977,3128953,-203193
(주)MH에탄올,023150,2015/12,-7.64,26.84,0,9.65,2.86,,27.71,22.01,15.44,20.04,14.06,1.17,80.41,,0.61,0.91,1.87,1.97,2.48,9.52,4.7,0.97,0.07,,,,,20.83,44.99,1063,1813.92,1178.69,773.64,32.66,26.64,73.27,109.55,92.01,15.38,183.62,0,36.47,43.92,49.79,11.74,18.4,6828.76,,78996052,50386203,36425005,2869185,7778593
(주)MH에탄올,023150,2016/12,-8.43,7.05,4.71,9.84,-2.96,,30.54,24.28,16.66,19.55,13.41,0.6,78.78,,0.65,0.81,3.27,2.32,2.96,10.7,4.65,1.39,0.07,,,,,23.63,46.21,1129,1659.66,1314.52,828.18,34.95,28.32,87.89,257.95,185.46,17.87,45.89,0,13.77,146.33,233.68,17.71,26.21,6626.94,,72339673,48897025,33962392,3060158,8144684
(주)MH에탄올,023150,2017/12,591.43,-31.65,-17.16,3.63,6.3,,28.38,15.62,8.29,9.53,10.42,-1.46,88.65,,0.18,0.61,0.26,0.99,1.11,9.33,4.99,0.34,0,,,,,2.84,3.65,942,452.24,1410.23,614.75,27.32,41.08,21.36,44.64,41.69,7.8,0,2379.05,368.17,1.98,3.07,1.56,14.99,7044.38,,500180086,51977132,37225576,6634846,4308068
(주)MH에탄올,023150,2018/12,-12,-84.87,-108.83,-5.46,40.05,,26.47,1.69,-16.53,1.24,-0.93,14.97,112.24,,0.15,0.73,0.2,1.27,1.42,11.99,6.8,0.33,0,,,,,3.83,4.32,-87,-1527.36,1355.58,814.98,23.15,54.67,20.81,20.96,16.33,4.89,0,1679.28,380.62,-1.14,-1.81,-0.9,-5.45,9865.91,,440177523,72795863,53524709,18042950,-12033428
(주)MH에탄올,023150,2019/12,2.57,537.44,0,-7.78,11.1,,32.96,9.68,-9.34,9.16,-0.88,12.76,105.78,,0.18,0.95,0.22,2.59,3.39,11,8.08,0.33,0,,,,,5,5.62,-79,1540.81,1277.63,1121.61,27.91,44.05,17.58,11.62,8.73,3.21,0,1797.11,468.69,0.01,0.02,0.01,0.06,10961.45,,451474451,80879342,54219181,18831058,-7552043
(주)MH에탄올,023150,2020/12,-0.4,101.58,0,6.85,17.02,,36.79,16.67,4.02,19.75,11.49,12.52,94.65,,0.21,1.18,0.26,2.68,3.5,11.45,9.91,0.38,0,,,,,10.06,11.5,1049,2573.11,1363.18,2584.8,47.78,22.03,17.89,25.82,20.1,8.54,0,1936,459.13,4.11,6.34,3.38,16.04,12827.12,,449679366,94645239,59823958,19039358,3802823
(주)MH에탄올,023150,2021/12,0.4,47.86,-13.4,2.38,7.84,,42.97,22.86,8.51,28.26,9.52,11.6,88.82,,0.23,1.24,0.28,2.27,2.83,11.64,10.46,0.38,0,,,,,12.51,14.71,908,3574.08,1394.96,1940.33,55.34,26.28,18.76,17.51,14.42,8.94,0,1829.19,432.99,6.18,9.6,5.02,22.22,13832.97,,451460752,102066937,58211274,20520350,8688865
(주)MH에탄올,023150,2022/12,-0.89,-6.04,-15.66,5.94,8.48,,39.07,19.8,10.75,24.35,7.71,10,90.97,,0.25,1.23,0.31,2.11,2.55,12.33,10.27,0.37,0,,,,,12.08,14.46,766,2233.15,1476.15,1861.49,48.81,27.34,21.32,27.62,23.02,7.82,0,1845.36,369.03,6.09,9.32,4.79,19.35,15006.03,,447440404,110722402,67461914,21335599,11905847
(주)SH에너지화학,002360,2012/12,-0.97,-47.6,-81.28,-0.29,11.97,,7.8,1.13,0.11,3.36,0.61,0.65,99.59,,1.86,2.98,4.96,3.85,5.14,15.32,6.81,2.36,0,,,,,14,45.27,3.5,-7.69,14.69,108.26,7.49,70.26,62.57,171.22,123.05,7.42,67.64,1264.27,59.82,6.4,8.7,2.4,1.28,1743.64,,103690070,193950102,178829327,12937591,210854
(주)SH에너지화학,002360,2013/12,6.56,194.26,1146.78,7.81,19.57,,7.74,2.77,1.99,9.55,7.35,0.52,97.71,,2.17,3.45,5.82,4.23,5.56,17.73,7.81,2.66,0,,,,,18.86,66.7,43.5,53.53,23.54,159.25,8.98,57.97,62.99,168.09,134.09,15.75,49.93,1206.44,58.75,6.23,9.1,2.31,1.1,2086.67,,110488951,231912218,213952261,11535730,4606872
(주)SH에너지화학,002360,2014/12,0.23,231.12,238.32,20.89,-0.43,,14.4,9.21,7.25,27.66,21.7,0.34,90.96,,2.09,3,6.85,3.87,4.94,17.87,7.43,2.64,0,,,,,33.51,122,147.2,222.69,49.06,292.95,16.07,35.16,76.07,291.69,224.49,37.69,35.06,1384.72,31.46,57.91,160.41,13.86,6.65,2077.67,,110741407,230912587,197661842,11978837,16733050
(주)SH에너지화학,002360,2015/12,4.32,7.89,-22.92,8.99,-6.27,,17.24,10.6,5.82,26.1,14.62,0.09,91.94,,1.91,2.46,8.59,3.37,4.21,16.78,7.11,2.6,0,,,,,31.5,112.7,113.4,221.62,62.33,263.46,16.81,45.6,79.33,399.36,329.69,115.03,23.27,2729.66,26.05,103.42,358.77,21.37,11.41,1947.47,,115520726,216441364,179135051,14356137,12590617
(주)SH에너지화학,002360,2016/12,7.76,5.02,42.44,13.99,0.9,,17.69,11.04,8.26,24.63,18.66,-0.07,89.41,,1.82,2.23,9.87,2.87,3.39,18.61,6.05,2.4,0,,,,,32.85,130.53,161.6,105.14,84.85,304.32,18.72,38.5,83.61,673.11,580.63,211.38,16.14,2792.03,19.6,89.01,510,14.59,8.31,1965.07,,124488724,218397677,179759098,14537419,18028878
(주)SH에너지화학,002360,2017/12,0.66,-41.16,-46.61,3.22,-13.87,,13.98,7.54,5.25,13.39,9.21,-0.1,93.35,,1.51,1.78,9.9,2.19,2.68,11.92,5.24,1.95,0,,,,,23.24,94.63,86.3,127.84,90.76,223.37,15.48,50.35,85.94,1057.37,816.13,399.76,25.2,1678.27,16.36,73.48,364.34,10.33,6.88,1692.59,,125312154,188114822,161824273,12108613,9879057
(주)SH에너지화학,002360,2018/12,-2.3,-85.19,-75.89,-1.92,-2.4,,6.68,1.14,1.11,1.97,2.21,-0.11,98.53,,1.48,1.72,10.59,2.12,2.8,8.69,6.5,1.95,0,,,,,16.27,67.41,20.8,46.81,87.25,164.52,10.85,76.76,86.08,1287.95,953.73,441.48,28.13,2749.34,16.17,56.94,277.3,7.93,5.29,1651.96,,122434685,183598766,171330094,10168002,2033570
(주)SH에너지화학,002360,2019/12,0.8,-249.05,-223.7,-5.94,-23.28,,4.73,-2.22,-2.19,-3.06,-2.84,-0.2,102.32,,1.15,1.38,6.79,1.66,2.16,7.22,6.14,1.54,0,,,,,11.1,44.32,-25.8,144.7,76.79,102.46,9.73,110.44,80.22,1110.48,887.83,542.25,22.03,1864.22,24.66,43.59,121.45,8.62,7.56,1267.34,,123415832,140852575,134184400,9799303,-3090151
(주)SH에너지화학,002360,2020/12,-4.91,0,0,-7.76,-33.56,,1.16,-8.39,-7.42,-8.31,-7.29,-0.12,109.87,,0.78,0.99,3.62,1.2,1.44,7.1,5.37,1.09,0,,,,,7.01,27.05,-61.9,37.91,64.31,65.54,8.79,189,76.7,979.37,849.69,445.74,14.75,1199.88,30.38,37.11,89.84,8.65,10.84,842.04,,117356594,93584262,92496181,8939871,-6945600
(주)SH에너지화학,002360,2021/12,1.94,0,0,1.94,49.39,,7.1,0.25,0.44,0.38,0.69,-0.07,99.14,,1.18,1.54,5.06,1.86,2.17,12.76,7.27,1.63,0,,,,,15.92,56.14,5.7,-34.09,67.5,119.06,13.62,82.57,76.69,599.23,504.85,149.24,18.91,1473.27,30.4,0.76,1.92,0.18,0.15,1257.89,,119629058,139801659,129869151,9589684,611077
(주)SH에너지화학,002360,2022/12,3.79,134.88,196.29,2.59,19.71,,6.55,0.48,1.09,0.87,1.99,-0.14,98.57,,1.37,1.8,5.78,2.09,2.65,9.94,7.61,1.82,0,,,,,17.19,57.61,16.8,-21.08,71.75,111.27,12.75,79.1,75.79,759.41,561.05,158.53,30.08,1317.1,31.94,-10.2,-20.47,-2.47,-1.83,1505.81,,124160292,167355875,156395080,10155576,1832404
(주)SIMPAC,009160,2012/12,2.5,-7.88,-22.78,11.2,4.64,,18.86,11.18,8.56,14.12,10.81,-0.95,82.16,,0.72,1.26,1.65,1.47,1.78,8.7,3.61,0.85,0.16,,,,,13.74,59.15,714,452.36,1205.3,353.46,19.42,41.97,58.95,140.97,117.58,22.15,57.1,170.02,69.63,12.07,39.15,4.96,7.01,7748.11,,318665505,225353321,182861979,17300065,19285856
(주)SIMPAC,009160,2013/12,13.59,-6.32,3.93,11.16,-8.7,,20.1,11.47,9.74,11.9,10.11,-1.49,86.97,,0.6,1.04,1.45,1.57,1.96,8.07,3.06,0.82,0.17,,,,,12.74,62.56,742,414.67,1349.5,349.24,22.41,38.71,57.69,81.19,62.03,7.16,0,182.56,73.34,8.23,19.01,3.48,6.13,7074.15,,361985890,205751154,164405183,17746622,20043596
(주)SIMPAC,009160,2014/12,5.51,-26.52,-28.56,4.71,27.9,,16.37,6.59,5.44,8.1,6.7,0.53,94.06,,0.71,1.23,1.67,2.08,2.81,7.93,3.67,1,0.19,,,,,13.54,30.95,530,1184.25,1417.16,284.41,19.65,54.56,57.37,105.96,76.17,19.44,500.06,158.91,74.3,14.28,56.94,6.09,8.84,9047.72,,381939281,263152264,220084616,25725748,14312319
(주)SIMPAC,009160,2015/12,10.71,22.48,14.79,6.1,2.42,,17.85,7.88,6.1,9.42,7.29,0.44,92.04,,0.67,1.19,1.52,1.69,2.43,5.56,3.56,0.86,0.27,,,,,14.18,34.11,608,352.64,1508.53,295.6,22.25,52.03,54.87,102.82,69.62,14.76,1176.28,145.26,82.25,11.71,42.01,5.29,8.29,9266.93,,422833445,269528038,221412942,26874065,16449973
(주)SIMPAC,009160,2016/12,-1.17,10.95,-1.54,3.62,-0.91,,18.48,8.82,6.06,9.98,6.85,0.42,92.06,,0.64,1.13,1.45,1.52,2.15,5.23,3.67,0.79,0.28,,,,,14.14,33.07,603,1211.82,1585.77,247.21,22.13,51.46,57.53,113.8,84.21,33.41,214.43,143.41,73.81,12.82,41.51,5.44,8.52,9182.56,,417865468,267074156,217713888,25794076,16183843
(주)SIMPAC,009160,2017/12,-8.78,-50.36,-20.32,0.17,-13.64,,16.31,5.07,5.59,4.86,5.36,0.37,95.9,,0.58,0.96,1.45,1.41,1.9,5.41,3.21,0.75,0.39,,,,,11.36,25.07,509,-328.13,1643.73,218.27,18.77,60.25,63.18,115.32,85.28,23.55,196.07,260.25,58.27,9.16,23.27,3.37,5.57,7929.7,,381158251,230634812,193009825,25927072,12895699
(주)SIMPAC,009160,2018/12,78.86,-12.89,436.6,80.64,32.74,,11.16,3.33,22.6,3.02,20.48,0.5,80.75,,0.58,0.91,1.58,1.33,1.96,4.1,4.23,0.75,0,,,,,16.76,32,1678,1284.52,1277.69,292.53,37.32,27.54,63.81,135.98,87.82,49.22,133.84,157.58,56.71,5.64,12.26,2.04,4.54,10526.1,,681750819,306150809,271995017,23965220,69198558
(주)SIMPAC,009160,2019/12,-0.38,9.33,-86.29,1.42,40.48,,10.41,2.59,2.21,2.54,2.17,0.35,97.01,,0.63,0.98,1.77,1.43,2.14,4.34,7.08,0.82,13.04,,,,,9.64,24.96,157,572.68,1296.53,199.32,15.22,57.13,64.96,131.76,91.59,58.26,126.48,163.65,53.93,15.72,29.05,5.51,8.7,6573.26,,679145850,430085162,385305111,33638732,9487516
(주)SIMPAC,009160,2020/12,8.56,-30.1,259.84,5.17,-14.93,,10.3,2.13,9.33,1.72,7.54,0.6,89.67,,0.52,0.81,1.43,1.14,1.73,3.33,7.19,0.66,0.75,,,,,13.08,42.37,586,-260.48,1389.64,372.74,26.37,39.73,62.93,141.82,88.93,49.68,126.48,102.77,58.9,3.74,7.06,1.39,2.79,5591.72,,737277692,365863303,328185407,29890518,34139484
(주)SIMPAC,009160,2021/12,22.51,1266.33,166.06,17.82,67.55,,26.01,17.36,14.82,21.06,17.98,-0.09,82.21,,0.75,1.21,1.95,1.37,2.07,4.06,9.03,0.83,0,,,,,19.83,81.87,1621,974.29,1657.62,881.2,29.22,28.94,60.52,163.62,112.22,65.94,80.8,216.63,65.23,6.55,13.02,2.59,3.81,9369.06,,903229593,613012780,453576259,53034984,90832863
(주)SIMPAC,009160,2022/12,6.85,11.79,-16.18,9.7,9.66,,26.13,17.69,11.33,20.75,13.28,0.12,86.24,,0.72,1.17,1.86,1.2,1.82,3.54,7.64,0.75,0,,,,,16.46,68.11,1381,45.43,1850.23,751.72,23.63,33.27,62.14,169.96,108.3,61.66,88.13,584.14,60.93,9.13,13.76,3.46,4.96,10274.09,,965098439,672228713,496587578,56694904,76137344
(주)STX,011810,2012/12,-3.19,0,0,-34.6,3.22,,-3.15,-6.67,-7.97,-24.01,-35.59,1.78,108.17,,1.2,3.6,1.79,4.23,5.1,24.74,10.95,1.68,0.06,,,,,-2.76,-16.56,-8599,4150,655.36,-43.1,-2.27,0,29.73,62.81,55.08,12.95,0,172.8,236.31,4.3,5.44,3.02,2.49,101994.13,,5067029000,6159850000,6353608000,217053000,-490928000
(주)STX,011810,2013/12,-73.5,0,0,-145.6,-60.24,,-28.23,-39.27,-65.14,0,-521.17,3.01,148.06,,0.76,0,0.91,2.15,2.45,17.71,5.87,0.83,0.07,,,,,-92.75,-577.77,-26644,2127.24,-416.07,-1841.96,-50.83,0,0,62.06,54.71,5.09,0,127.51,0,10.3,13.35,14.21,7.79,39841.76,,1342520000,2449401000,3140865000,270312000,-1595630000
(주)STX,011810,2014/12,-6.52,0,0,0,-33.27,,7.42,2.18,23.28,0,0,2.19,83.56,,1.26,0,1.08,1.94,2.36,10.84,6.74,0.87,0.13,,,,,40.25,467.4,15611,-337.39,25.29,332342.76,30.9,17.28,7.46,113.3,86.97,14.11,197.92,180.51,1239.93,2.35,3.07,2.18,1.67,7247.4,,1255002000,1634606000,1513363000,85552000,380584000
(주)STX,011810,2015/12,0.97,0,0,-22.76,-0.23,,2.74,-2.1,-3,-41.17,-59.01,1.82,103.24,,1.29,19.65,1.38,1.82,2.56,6.23,8.39,0.95,0.28,,,,,6.28,78.33,-1642,-534.21,-3.22,102008.97,4.88,114.02,5.71,104.09,67.59,8.89,892.68,93.87,1651.71,-3.85,-5.1,-3.63,-2.82,54621.31,,1267224000,1630827000,1586081000,78916000,-48982000
(주)STX,011810,2016/12,-44.15,0,0,-556.99,5.48,,4.93,-1.99,-26.59,0,0,1.93,124.81,,1.74,0,1.54,2.48,4.07,6.34,13.31,1.07,0.15,,,,,-48.77,-469.74,-14597,1846.86,-378.97,-1045960.61,-20.07,0,-46.71,49.89,26.7,4.89,0,107.47,0,2.02,2.65,2.96,1.22,54931.92,,707709000,1720153000,1635394000,118928000,-457446000
(주)STX,011810,2017/12,-11.33,0,0,0,4.87,,4.73,2.44,18.54,0,0,1.07,85.37,,2.7,0,2.22,3.75,6.51,8.85,17.47,1.45,0.11,,,,,66.31,591.1,20985,630.88,-10.51,1066958.97,23.07,12.61,6.78,85.88,53.1,17.24,0,90.72,1374.49,13.52,22.68,12.6,4.38,11346.76,,627542000,1803878000,1718572000,41253000,334386000
(주)STX,011810,2018/12,-11.71,-133.55,-97.28,49.97,-16.68,,1.33,-0.98,0.61,-27.73,17.12,0.72,99.39,,2.54,28.2,2.8,3.34,5.12,9.66,12.81,1.57,0.14,,,,,15.07,112.51,471,-2514.66,29.93,232002.78,5.56,65.19,11.56,91.21,63.3,9.55,0,168.05,765.34,5.32,7.87,4.71,1.74,78552.83,,554061000,1502985000,1483048000,34715000,9107000
(주)STX,011810,2019/12,1.09,0,-460.27,-11.47,-2.12,,3.16,0.12,-2.26,2.91,-54.53,0.85,102.13,,2.64,24.45,2.96,3.64,5.24,11.85,10.91,1.72,0.16,,,,,9.12,56.6,-1664,26.77,15.08,30577.25,3.47,120.67,10.05,87.86,60.85,9.1,0,137.76,895.02,-4.72,-7.16,-4.25,-1.62,74576.54,,560107000,1471164000,1424697000,44719000,-33218000
(주)STX,011810,2020/12,10.26,0,0,-50.05,-33.69,,4.14,-0.05,-2.1,-0.71,-48.03,1.05,101.92,,1.66,14.14,1.88,2.76,4.02,8.84,6.82,1.22,0.16,,,,,9.88,31.77,-1032,2935.84,-42.26,363.74,6.25,96.63,13.23,69.81,47.55,5.7,0,140.52,655.62,5.45,8.06,4.73,3,49453.63,,617563000,975567000,935191000,40869000,-20448000
(주)STX,011810,2021/12,9.49,0,0,136.9,-5.13,,5.98,0.98,-2.52,8.85,-32.13,0.98,102.03,,1.43,9.06,1.7,2.7,3.92,8.65,5.66,1.16,0.16,,,,,12.27,36.33,-696,-511.65,-6.2,562.53,8.97,88.35,18.12,81.68,56.73,4.37,0,145.92,451.82,4.1,6.47,3.36,2.45,37797.95,,676149000,925509000,870164000,46305000,-23318000
(주)STX,011810,2022/12,9.71,0,0,-25.01,28.42,,4.01,-0.16,-1.57,-1.74,-23.17,1.16,101.52,,1.68,10.57,1.99,2.86,3.79,11.67,5.43,1.31,0.16,,,,,13.71,46.59,-491,-2954.85,-29.57,724.26,8.55,85.82,13.81,85.83,68.87,3.46,0,261.75,624.35,-7.59,-11,-6.55,-4.08,41527.42,,741784000,1188575000,1140946000,49584000,-18650000
(주)TCC스틸,002710,2012/12,20.4,-48.05,-96.47,-0.29,-2.54,,8.66,1.18,0.02,2.63,0.07,1.78,99.86,,1,2.22,1.82,2.49,4.52,5.56,6.66,1.32,0,,,,,9.11,39.33,0,-271.2,1254.33,130.33,9.94,62.91,41.31,113.94,61.44,8.23,376.6,171.22,142.04,-2.31,-3.27,-1.36,-1.48,29490.44,,547013976,501337475,457927934,37475597,124581
(주)TCC스틸,002710,2013/12,-0.6,0,0,-9.16,-0.1,,5.34,-1.55,-3.98,-3.59,-8.85,2.24,104.23,,0.92,2.32,1.52,2.28,4.54,4.6,7.22,1.27,0,,,,,7.37,26.42,0,-1623.34,1064.71,80.14,8,100.61,37.84,141.27,66.03,8.87,182.3,175.95,164.27,-5,-6.63,-3.11,-3.38,27824.04,,543708595,500832754,474104834,34473642,-19955830
(주)TCC스틸,002710,2014/12,1.34,0,0,-7.98,3.63,,6.82,0.07,-3.05,0.17,-7.71,2.32,102.33,,0.95,2.63,1.48,2.29,4.9,4.3,6.72,1.16,0,,,,,12.09,45.14,0,-1128.44,917.69,139.32,12.84,84.95,34.31,82.22,38.38,2.07,0,227.51,191.48,-7,-9.05,-4.6,-4.88,27315.54,,551000563,518995240,483588495,35062274,-15813610
(주)TCC스틸,002710,2015/12,-31.69,4502.76,0,-54.43,-4.47,,8.85,3.2,-22.23,11.53,-80.07,1.24,102.48,,1.07,3.61,1.52,2.09,3.3,5.72,6.45,1.09,0,,,,,12.44,65.15,0,1472.16,307.68,220.79,9.44,104.11,22.85,156.35,124.48,6.79,56.56,176.61,337.6,1.48,2.56,1.14,0.87,24291.05,,376394571,495795871,451936886,28003827,-110218983
(주)TCC스틸,002710,2016/12,-24.84,-3.18,0,20.26,-10.36,,9.35,3.45,3.81,16.21,17.99,1.14,95.04,,1.35,4.69,1.89,2.46,3.42,8.82,7.12,1.46,0.5,,,,,28.79,126.13,807,-1578.75,385.32,435.09,18.33,57.28,36.53,128.15,73.14,9.46,195.42,224.23,173.78,-1.45,-2.23,-0.92,-0.59,19892.74,,282914735,444453635,402898839,26203661,16948843
(주)TCC스틸,002710,2017/12,-1.49,-47.19,-90.98,-2.32,-11.94,,8.79,2.07,0.38,7.94,1.5,0.83,98.42,,1.39,3.83,2.19,3.25,5.74,7.48,7.42,1.58,0,,,,,22.06,104.36,0,-52.32,374.6,350.73,15.71,77.14,36.21,75.13,42.16,5.42,0,238.94,176.16,-10.25,-14.19,-6.54,-4.66,17516.84,,278692540,391370092,356978389,26285247,1503708
(주)TCC스틸,002710,2018/12,9.36,110.7,537.96,11.28,5.57,,8.54,4.13,2.36,16.03,9.19,0.69,96.4,,1.42,3.88,2.23,3.03,5.49,6.78,9.16,1.57,2.5,,,,,24.93,136.75,0,961.93,419.24,509.41,18.39,69.01,36.83,163.32,89.05,24.95,117.3,127.35,171.53,5.28,8.27,3.33,2.46,18492.84,,304781579,413176279,377890304,18205373,9755131
